report_date,in_pt_adult,in_pt_adult_avg,in_pt_peds,in_pt_peds_avg,in_pt_pct,in_pt_pct_avg,icu_adult,icu_adult_avg,mortality,mortality_avg,new_in_pt_adult,new_in_pt_adult_avg,new_in_pt_peds,new_in_pt_peds_avg
2020-02-23,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-02-27,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2020-03-01,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA
2020-03-02,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA
2020-03-03,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA
2020-03-04,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA
2020-03-05,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA
2020-03-06,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA
2020-03-07,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA
2020-03-08,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA
2020-03-09,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA
2020-03-10,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA
2020-03-11,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA
2020-03-12,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA
2020-03-13,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA
2020-03-14,NA,NA,NA,NA,0.1,0.014285714285714287,NA,NA,0,0,NA,NA,NA,NA
2020-03-15,NA,NA,NA,NA,0.016666666666667,0.016666666666666715,NA,NA,0,0,NA,NA,NA,NA
2020-03-16,NA,NA,NA,NA,0.022222222222222,0.019841269841269858,NA,NA,0,0,NA,NA,NA,NA
2020-03-17,NA,NA,NA,NA,0.014925373134328,0.021973466003316715,NA,NA,0,0,NA,NA,NA,NA
2020-03-18,NA,NA,NA,NA,0.014760147601476,0.024082058517813285,NA,NA,0,0,NA,NA,NA,NA
2020-03-19,NA,NA,NA,NA,0.044619422572178,0.030456261742410142,NA,NA,0,0,NA,NA,NA,NA
2020-03-20,NA,NA,NA,NA,0.034285714285714,0.03535422092608357,NA,NA,0,0,NA,NA,NA,NA
2020-03-21,NA,NA,NA,NA,0.050147492625369,0.028232434158279144,NA,NA,0,0,NA,NA,NA,NA
2020-03-22,NA,NA,NA,NA,0.049001814882033,0.03285174104618857,NA,NA,0,0,NA,NA,NA,NA
2020-03-23,NA,NA,NA,NA,0.044036697247706,0.03596809462125772,NA,NA,0,0,NA,NA,NA,NA
